invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,Hour,Total,Day_of_Week,Month,Year,Week
4394,WALM010,Laredo,Fashion accessories,18.0,3.0,2023-02-12,20:51:00,Ewallet,9.0,0.48,20,54.0,Sunday,2,2023,6
4395,WALM090,Brownwood,Home and lifestyle,32.0,2.0,2021-09-28,16:20:00,Ewallet,4.0,0.33,16,64.0,Tuesday,9,2021,39
4396,WALM053,Conroe,Fashion accessories,83.0,1.0,2023-10-09,15:24:00,Ewallet,4.0,0.21,15,83.0,Monday,10,2023,41
4397,WALM027,Abilene,Home and lifestyle,21.0,3.0,2022-01-12,19:11:00,Ewallet,7.0,0.48,19,63.0,Wednesday,1,2022,2
4398,WALM009,Plano,Fashion accessories,66.0,3.0,2021-12-19,17:48:00,Ewallet,6.0,0.48,17,198.0,Sunday,12,2021,50
4399,WALM085,Kerrville,Home and lifestyle,59.0,3.0,2020-12-16,18:42:00,Ewallet,8.0,0.33,18,177.0,Wednesday,12,2020,51
4400,WALM036,Allen,Fashion accessories,61.0,1.0,2022-08-14,15:05:00,Ewallet,7.0,0.48,15,61.0,Sunday,8,2022,32
4401,WALM092,Lake Jackson,Home and lifestyle,38.0,1.0,2021-10-11,16:00:00,Ewallet,5.0,0.33,16,38.0,Monday,10,2021,41
4402,WALM030,Richardson,Fashion accessories,42.0,1.0,2021-10-25,15:41:00,Ewallet,9.0,0.48,15,42.0,Monday,10,2021,43
4403,WALM077,Coppell,Home and lifestyle,48.0,1.0,2020-12-09,15:45:00,Ewallet,7.0,0.33,15,48.0,Wednesday,12,2020,50
4404,WALM028,Odessa,Fashion accessories,84.0,2.0,2022-12-11,19:35:00,Ewallet,4.0,0.48,19,168.0,Sunday,12,2022,49
4405,WALM030,Richardson,Home and lifestyle,85.0,1.0,2021-09-19,18:57:00,Ewallet,5.0,0.48,18,85.0,Sunday,9,2021,37
4406,WALM020,Killeen,Fashion accessories,85.0,3.0,2021-11-20,19:44:00,Ewallet,4.0,0.48,19,255.0,Saturday,11,2021,46
4407,WALM019,Pasadena,Home and lifestyle,76.0,3.0,2020-10-12,18:53:00,Ewallet,4.0,0.48,18,228.0,Monday,10,2020,42
4408,WALM002,Dallas,Fashion accessories,35.0,1.0,2021-02-10,16:46:00,Ewallet,7.0,0.36,16,35.0,Wednesday,2,2021,6
4409,WALM043,Baytown,Home and lifestyle,59.0,1.0,2021-09-26,18:25:00,Ewallet,4.0,0.48,18,59.0,Sunday,9,2021,38
4410,WALM090,Brownwood,Fashion accessories,26.0,3.0,2020-07-11,18:26:00,Ewallet,6.0,0.33,18,78.0,Saturday,7,2020,28
4411,WALM091,Little Elm,Home and lifestyle,63.0,3.0,2023-11-29,19:25:00,Ewallet,6.0,0.33,19,189.0,Wednesday,11,2023,48
4412,WALM039,Longview,Fashion accessories,56.0,1.0,2023-12-13,19:52:00,Ewallet,4.0,0.48,19,56.0,Wednesday,12,2023,50
4413,WALM079,La Porte,Home and lifestyle,41.0,1.0,2023-01-11,19:03:00,Ewallet,6.0,0.33,19,41.0,Wednesday,1,2023,2
4414,WALM012,Garland,Fashion accessories,48.0,2.0,2023-11-29,16:00:00,Ewallet,4.0,0.48,16,96.0,Wednesday,11,2023,48
4415,WALM088,Cleburne,Home and lifestyle,38.0,1.0,2021-10-29,15:20:00,Ewallet,6.0,0.33,15,38.0,Friday,10,2021,43
4416,WALM020,Killeen,Fashion accessories,30.0,3.0,2020-12-26,15:05:00,Ewallet,7.0,0.48,15,90.0,Saturday,12,2020,52
4417,WALM095,Big Spring,Home and lifestyle,66.0,3.0,2021-03-12,15:06:00,Ewallet,9.0,0.33,15,198.0,Friday,3,2021,10
4418,WALM059,Pflugerville,Fashion accessories,20.0,3.0,2023-11-09,18:36:00,Ewallet,9.0,0.33,18,60.0,Thursday,11,2023,45
4419,WALM061,Cedar Park,Home and lifestyle,49.0,1.0,2021-09-22,20:09:00,Ewallet,7.0,0.33,20,49.0,Wednesday,9,2021,38
4420,WALM018,Frisco,Fashion accessories,20.0,1.0,2020-09-20,16:13:00,Ewallet,6.0,0.48,16,20.0,Sunday,9,2020,38
4421,WALM051,New Braunfels,Home and lifestyle,34.0,1.0,2021-12-30,16:45:00,Ewallet,4.0,0.48,16,34.0,Thursday,12,2021,52
4422,WALM021,McAllen,Fashion accessories,58.0,3.0,2020-09-29,17:53:00,Ewallet,5.0,0.48,17,174.0,Tuesday,9,2020,40
4423,WALM092,Lake Jackson,Home and lifestyle,24.0,1.0,2020-10-27,18:59:00,Ewallet,4.0,0.33,18,24.0,Tuesday,10,2020,44
4424,WALM013,Irving,Fashion accessories,18.0,2.0,2023-09-19,17:08:00,Ewallet,5.0,0.48,17,36.0,Tuesday,9,2023,38
4425,WALM057,Euless,Home and lifestyle,66.0,3.0,2021-11-29,15:47:00,Ewallet,6.0,0.33,15,198.0,Monday,11,2021,48
4426,WALM033,Pearland,Fashion accessories,33.0,1.0,2020-11-24,16:24:00,Ewallet,6.0,0.48,16,33.0,Tuesday,11,2020,48
4427,WALM048,Harlingen,Home and lifestyle,34.0,1.0,2021-04-12,20:24:00,Ewallet,5.0,0.48,20,34.0,Monday,4,2021,15
4428,WALM059,Pflugerville,Fashion accessories,18.0,1.0,2023-12-18,17:20:00,Ewallet,7.0,0.33,17,18.0,Monday,12,2023,51
4429,WALM077,Coppell,Home and lifestyle,71.0,1.0,2023-10-31,20:05:00,Ewallet,5.0,0.33,20,71.0,Tuesday,10,2023,44
4430,WALM007,Arlington,Fashion accessories,61.0,1.0,2020-03-12,18:43:00,Ewallet,9.0,0.48,18,61.0,Thursday,3,2020,11
4431,WALM028,Odessa,Home and lifestyle,58.0,3.0,2020-10-14,17:43:00,Ewallet,6.0,0.48,17,174.0,Wednesday,10,2020,42
4432,WALM031,Lewisville,Fashion accessories,79.0,1.0,2023-09-21,19:51:00,Ewallet,8.0,0.48,19,79.0,Thursday,9,2023,38
4433,WALM052,Mansfield,Home and lifestyle,81.0,1.0,2022-02-12,18:37:00,Ewallet,4.0,0.57,18,81.0,Saturday,2,2022,6
4434,WALM020,Killeen,Fashion accessories,55.0,2.0,2022-04-10,19:44:00,Ewallet,7.0,0.48,19,110.0,Sunday,4,2022,14
4435,WALM094,Alamo,Home and lifestyle,20.0,3.0,2022-12-14,20:08:00,Ewallet,7.0,0.33,20,60.0,Wednesday,12,2022,50
4436,WALM097,Alice,Fashion accessories,15.0,1.0,2020-08-17,15:49:00,Ewallet,6.0,0.18,15,15.0,Monday,8,2020,34
4437,WALM045,Missouri City,Home and lifestyle,60.0,1.0,2020-02-10,17:17:00,Credit card,7.0,0.48,17,60.0,Monday,2,2020,7
4438,WALM096,Eagle Pass,Fashion accessories,25.0,1.0,2020-05-09,20:31:00,Ewallet,4.0,0.18,20,25.0,Saturday,5,2020,19
4439,WALM069,Rockwall,Home and lifestyle,46.0,2.0,2023-12-17,17:59:00,Ewallet,4.0,0.33,17,92.0,Sunday,12,2023,50
4440,WALM072,Lancaster,Fashion accessories,40.0,3.0,2022-08-25,15:33:00,Ewallet,6.0,0.33,15,120.0,Thursday,8,2022,34
4441,WALM037,League City,Home and lifestyle,79.0,1.0,2022-09-13,19:48:00,Ewallet,7.0,0.48,19,79.0,Tuesday,9,2022,37
4442,WALM023,Midland,Fashion accessories,56.0,3.0,2022-05-08,15:48:00,Ewallet,9.0,0.48,15,168.0,Sunday,5,2022,18
4443,WALM031,Lewisville,Home and lifestyle,27.0,3.0,2020-09-22,18:47:00,Ewallet,6.0,0.48,18,81.0,Tuesday,9,2020,39
4444,WALM013,Irving,Fashion accessories,36.0,1.0,2023-09-25,19:42:00,Ewallet,5.0,0.48,19,36.0,Monday,9,2023,39
4445,WALM047,Flower Mound,Home and lifestyle,27.0,2.0,2022-09-23,18:15:00,Ewallet,8.0,0.48,18,54.0,Friday,9,2022,38
4446,WALM007,Arlington,Fashion accessories,31.0,3.0,2020-11-10,15:15:00,Ewallet,8.0,0.48,15,93.0,Tuesday,11,2020,46
4447,WALM078,Del Rio,Home and lifestyle,32.0,2.0,2021-06-08,18:41:00,Ewallet,4.0,0.33,18,64.0,Tuesday,6,2021,23
4448,WALM080,Nacogdoches,Fashion accessories,20.0,1.0,2021-04-09,19:07:00,Ewallet,7.0,0.33,19,20.0,Friday,4,2021,14
4449,WALM097,Alice,Home and lifestyle,56.0,2.0,2022-12-22,16:52:00,Ewallet,6.0,0.18,16,112.0,Thursday,12,2022,51
4450,WALM057,Euless,Fashion accessories,67.0,2.0,2020-09-23,19:32:00,Ewallet,5.0,0.33,19,134.0,Wednesday,9,2020,39
4451,WALM004,Austin,Home and lifestyle,60.0,2.0,2020-11-15,19:39:00,Ewallet,6.0,0.48,19,120.0,Sunday,11,2020,46
4452,WALM033,Pearland,Fashion accessories,22.0,3.0,2022-12-30,20:42:00,Ewallet,6.0,0.48,20,66.0,Friday,12,2022,52
4453,WALM045,Missouri City,Home and lifestyle,58.0,1.0,2021-10-23,19:25:00,Credit card,4.0,0.48,19,58.0,Saturday,10,2021,42
4454,WALM061,Cedar Park,Fashion accessories,78.0,2.0,2022-10-10,19:48:00,Ewallet,5.0,0.33,19,156.0,Monday,10,2022,41
4455,WALM098,Mineral Wells,Home and lifestyle,62.0,3.0,2021-06-11,20:18:00,Ewallet,8.0,0.18,20,186.0,Friday,6,2021,23
4456,WALM092,Lake Jackson,Fashion accessories,16.0,1.0,2022-11-19,19:10:00,Ewallet,7.0,0.33,19,16.0,Saturday,11,2022,46
4457,WALM079,La Porte,Home and lifestyle,18.0,1.0,2023-11-19,16:35:00,Ewallet,5.0,0.33,16,18.0,Sunday,11,2023,46
4458,WALM095,Big Spring,Fashion accessories,83.0,3.0,2022-01-09,17:17:00,Ewallet,8.0,0.33,17,249.0,Sunday,1,2022,1
4459,WALM041,Mission,Home and lifestyle,75.0,3.0,2022-08-12,15:07:00,Ewallet,4.0,0.48,15,225.0,Friday,8,2022,32
4460,WALM017,McKinney,Fashion accessories,23.0,2.0,2021-01-12,18:23:00,Ewallet,6.0,0.48,18,46.0,Tuesday,1,2021,2
4461,WALM069,Rockwall,Home and lifestyle,60.0,1.0,2021-08-18,17:28:00,Ewallet,6.0,0.33,17,60.0,Wednesday,8,2021,33
4462,WALM080,Nacogdoches,Fashion accessories,58.0,2.0,2021-09-08,18:02:00,Ewallet,9.0,0.33,18,116.0,Wednesday,9,2021,36
4463,WALM017,McKinney,Home and lifestyle,31.0,2.0,2022-10-28,18:30:00,Ewallet,5.0,0.48,18,62.0,Friday,10,2022,43
4464,WALM030,Richardson,Fashion accessories,67.0,3.0,2020-04-08,17:43:00,Ewallet,7.0,0.48,17,201.0,Wednesday,4,2020,15
4465,WALM095,Big Spring,Home and lifestyle,20.0,1.0,2023-12-30,16:05:00,Ewallet,5.0,0.33,16,20.0,Saturday,12,2023,52
4466,WALM070,Hurst,Fashion accessories,31.0,2.0,2021-12-22,16:31:00,Ewallet,9.0,0.33,16,62.0,Wednesday,12,2021,51
4467,WALM005,Fort Worth,Home and lifestyle,62.0,2.0,2023-09-14,17:02:00,Ewallet,4.0,0.48,17,124.0,Thursday,9,2023,37
4468,WALM095,Big Spring,Fashion accessories,72.0,1.0,2023-12-10,17:39:00,Ewallet,9.0,0.33,17,72.0,Sunday,12,2023,49
4469,WALM097,Alice,Home and lifestyle,72.0,3.0,2022-08-29,20:39:00,Ewallet,9.0,0.18,20,216.0,Monday,8,2022,35
4470,WALM041,Mission,Fashion accessories,29.0,1.0,2022-10-23,18:22:00,Ewallet,9.0,0.48,18,29.0,Sunday,10,2022,42
4471,WALM051,New Braunfels,Home and lifestyle,36.0,3.0,2020-01-10,15:27:00,Ewallet,6.0,0.48,15,108.0,Friday,1,2020,2
4472,WALM004,Austin,Fashion accessories,66.0,3.0,2021-05-09,15:49:00,Ewallet,8.0,0.48,15,198.0,Sunday,5,2021,18
4473,WALM020,Killeen,Home and lifestyle,67.0,2.0,2020-02-08,20:07:00,Ewallet,9.0,0.48,20,134.0,Saturday,2,2020,6
4474,WALM067,Haltom City,Fashion accessories,64.0,3.0,2022-12-21,16:19:00,Ewallet,8.0,0.33,16,192.0,Wednesday,12,2022,51
4475,WALM042,Bryan,Home and lifestyle,33.0,2.0,2022-09-15,18:28:00,Ewallet,4.0,0.48,18,66.0,Thursday,9,2022,37
4476,WALM026,Denton,Fashion accessories,27.0,3.0,2021-11-14,19:42:00,Ewallet,5.0,0.48,19,81.0,Sunday,11,2021,45
4477,WALM047,Flower Mound,Home and lifestyle,45.0,2.0,2022-06-11,20:34:00,Ewallet,9.0,0.48,20,90.0,Saturday,6,2022,23
4478,WALM023,Midland,Fashion accessories,32.0,2.0,2021-09-21,17:01:00,Ewallet,6.0,0.48,17,64.0,Tuesday,9,2021,38
4479,WALM098,Mineral Wells,Home and lifestyle,53.0,3.0,2022-03-10,20:58:00,Ewallet,6.0,0.18,20,159.0,Thursday,3,2022,10
4480,WALM061,Cedar Park,Fashion accessories,80.0,2.0,2021-08-21,15:26:00,Ewallet,8.0,0.33,15,160.0,Saturday,8,2021,33
4481,WALM049,North Richland Hills,Home and lifestyle,37.0,1.0,2022-07-10,20:12:00,Ewallet,6.0,0.48,20,37.0,Sunday,7,2022,27
4482,WALM021,McAllen,Fashion accessories,34.0,2.0,2020-09-26,17:42:00,Ewallet,5.0,0.48,17,68.0,Saturday,9,2020,39
4483,WALM085,Kerrville,Home and lifestyle,84.0,1.0,2022-10-21,17:51:00,Ewallet,6.0,0.33,17,84.0,Friday,10,2022,42
4484,WALM036,Allen,Fashion accessories,49.0,2.0,2021-12-27,18:07:00,Ewallet,9.0,0.48,18,98.0,Monday,12,2021,52
4485,WALM081,Friendswood,Home and lifestyle,48.0,1.0,2023-09-23,15:40:00,Ewallet,9.0,0.33,15,48.0,Saturday,9,2023,38
4486,WALM059,Pflugerville,Fashion accessories,67.0,2.0,2020-05-11,16:17:00,Ewallet,6.0,0.33,16,134.0,Monday,5,2020,20
4487,WALM079,La Porte,Home and lifestyle,24.0,1.0,2023-12-28,18:35:00,Ewallet,6.0,0.33,18,24.0,Thursday,12,2023,52
4488,WALM030,Richardson,Fashion accessories,60.0,1.0,2020-11-23,19:22:00,Ewallet,9.0,0.48,19,60.0,Monday,11,2020,48
4489,WALM030,Richardson,Home and lifestyle,51.0,2.0,2021-08-13,19:55:00,Ewallet,8.0,0.48,19,102.0,Friday,8,2021,32
4490,WALM079,La Porte,Fashion accessories,44.0,3.0,2022-09-09,20:55:00,Ewallet,7.0,0.33,20,132.0,Friday,9,2022,36
4491,WALM079,La Porte,Home and lifestyle,75.0,3.0,2022-12-31,17:38:00,Ewallet,8.0,0.33,17,225.0,Saturday,12,2022,52
4492,WALM077,Coppell,Fashion accessories,76.0,2.0,2021-11-13,17:36:00,Ewallet,8.0,0.33,17,152.0,Saturday,11,2021,45
4493,WALM053,Conroe,Home and lifestyle,28.0,1.0,2020-10-15,18:40:00,Ewallet,8.0,0.57,18,28.0,Thursday,10,2020,42
4494,WALM013,Irving,Fashion accessories,31.0,1.0,2022-11-08,17:46:00,Ewallet,5.0,0.48,17,31.0,Tuesday,11,2022,45
4495,WALM019,Pasadena,Home and lifestyle,36.0,1.0,2021-11-30,17:56:00,Ewallet,9.0,0.48,17,36.0,Tuesday,11,2021,48
4496,WALM004,Austin,Fashion accessories,20.0,2.0,2022-09-29,16:00:00,Ewallet,6.0,0.48,16,40.0,Thursday,9,2022,39
4497,WALM081,Friendswood,Home and lifestyle,45.0,1.0,2020-12-19,18:36:00,Ewallet,6.0,0.33,18,45.0,Saturday,12,2020,51
4498,WALM030,Richardson,Fashion accessories,85.0,3.0,2021-05-11,17:58:00,Ewallet,8.0,0.48,17,255.0,Tuesday,5,2021,19
4499,WALM076,Huntsville,Home and lifestyle,63.0,3.0,2023-08-20,17:28:00,Ewallet,9.0,0.33,17,189.0,Sunday,8,2023,33
4500,WALM072,Lancaster,Fashion accessories,81.0,1.0,2021-08-18,15:11:00,Ewallet,5.0,0.33,15,81.0,Wednesday,8,2021,33
4501,WALM022,Mesquite,Home and lifestyle,74.0,3.0,2022-07-10,17:27:00,Ewallet,9.0,0.48,17,222.0,Sunday,7,2022,27
4502,WALM095,Big Spring,Fashion accessories,72.0,2.0,2021-04-08,16:21:00,Ewallet,9.0,0.33,16,144.0,Thursday,4,2021,14
4503,WALM077,Coppell,Home and lifestyle,41.0,3.0,2020-07-08,20:15:00,Ewallet,8.0,0.33,20,123.0,Wednesday,7,2020,28
4504,WALM085,Kerrville,Fashion accessories,19.0,3.0,2023-09-20,15:13:00,Ewallet,6.0,0.33,15,57.0,Wednesday,9,2023,38
4505,WALM070,Hurst,Home and lifestyle,62.0,2.0,2023-01-10,15:01:00,Ewallet,6.0,0.33,15,124.0,Tuesday,1,2023,2
4506,WALM004,Austin,Fashion accessories,45.0,3.0,2023-11-30,20:59:00,Ewallet,8.0,0.48,20,135.0,Thursday,11,2023,48
4507,WALM061,Cedar Park,Home and lifestyle,32.0,2.0,2020-11-11,17:52:00,Ewallet,6.0,0.33,17,64.0,Wednesday,11,2020,46
4508,WALM053,Conroe,Fashion accessories,85.0,3.0,2020-07-12,19:37:00,Ewallet,4.0,0.21,19,255.0,Sunday,7,2020,28
4509,WALM095,Big Spring,Home and lifestyle,85.0,3.0,2023-09-18,15:54:00,Ewallet,8.0,0.33,15,255.0,Monday,9,2023,38
4510,WALM049,North Richland Hills,Fashion accessories,80.0,1.0,2022-12-28,20:06:00,Ewallet,4.0,0.48,20,80.0,Wednesday,12,2022,52
4511,WALM026,Denton,Home and lifestyle,60.0,2.0,2023-09-23,20:53:00,Ewallet,6.0,0.48,20,120.0,Saturday,9,2023,38
4512,WALM049,North Richland Hills,Fashion accessories,44.0,2.0,2020-09-22,20:26:00,Credit card,4.0,0.48,20,88.0,Tuesday,9,2020,39
4513,WALM034,College Station,Home and lifestyle,54.0,1.0,2020-11-21,15:02:00,Credit card,5.0,0.48,15,54.0,Saturday,11,2020,47
4514,WALM023,Midland,Fashion accessories,34.0,1.0,2022-09-12,15:54:00,Credit card,4.0,0.48,15,34.0,Monday,9,2022,37
4515,WALM020,Killeen,Home and lifestyle,84.0,3.0,2023-03-11,16:18:00,Credit card,5.0,0.48,16,252.0,Saturday,3,2023,10
4516,WALM069,Rockwall,Fashion accessories,81.0,1.0,2021-08-26,16:21:00,Credit card,5.0,0.33,16,81.0,Thursday,8,2021,34
4517,WALM076,Huntsville,Home and lifestyle,63.0,2.0,2023-08-27,17:06:00,Credit card,6.0,0.33,17,126.0,Sunday,8,2023,34
4518,WALM034,College Station,Fashion accessories,66.0,3.0,2022-02-11,20:18:00,Credit card,6.0,0.48,20,198.0,Friday,2,2022,6
4519,WALM047,Flower Mound,Home and lifestyle,65.0,1.0,2022-08-26,15:52:00,Credit card,8.0,0.48,15,65.0,Friday,8,2022,34
4520,WALM093,Angleton,Fashion accessories,23.0,2.0,2023-09-08,20:55:00,Credit card,8.0,0.33,20,46.0,Friday,9,2023,36
4521,WALM033,Pearland,Home and lifestyle,42.0,1.0,2020-12-14,16:43:00,Credit card,9.0,0.48,16,42.0,Monday,12,2020,51
4522,WALM053,Conroe,Fashion accessories,54.0,3.0,2023-03-10,16:32:00,Credit card,5.0,0.21,16,162.0,Friday,3,2023,10
4523,WALM059,Pflugerville,Home and lifestyle,74.0,3.0,2022-03-09,17:11:00,Credit card,8.0,0.33,17,222.0,Wednesday,3,2022,10
4524,WALM048,Harlingen,Fashion accessories,24.0,1.0,2021-03-12,19:18:00,Credit card,8.0,0.48,19,24.0,Friday,3,2021,10
4525,WALM031,Lewisville,Home and lifestyle,25.0,3.0,2021-09-15,19:37:00,Credit card,4.0,0.48,19,75.0,Wednesday,9,2021,37
4526,WALM001,Houston,Fashion accessories,51.0,1.0,2021-08-29,17:26:00,Credit card,7.0,0.36,17,51.0,Sunday,8,2021,34
4527,WALM067,Haltom City,Home and lifestyle,18.0,1.0,2021-04-12,19:54:00,Credit card,4.0,0.33,19,18.0,Monday,4,2021,15
4528,WALM044,Pharr,Fashion accessories,35.0,1.0,2020-09-08,19:02:00,Credit card,8.0,0.48,19,35.0,Tuesday,9,2020,37
4529,WALM066,Grapevine,Home and lifestyle,43.0,3.0,2022-12-11,20:57:00,Credit card,4.0,0.33,20,129.0,Sunday,12,2022,49
4530,WALM036,Allen,Fashion accessories,84.0,2.0,2020-03-12,15:11:00,Credit card,7.0,0.48,15,168.0,Thursday,3,2020,11
4531,WALM051,New Braunfels,Home and lifestyle,24.0,3.0,2020-10-27,15:14:00,Credit card,6.0,0.48,15,72.0,Tuesday,10,2020,44
4532,WALM068,Burleson,Fashion accessories,74.0,2.0,2023-10-22,20:09:00,Credit card,6.0,0.33,20,148.0,Sunday,10,2023,42
4533,WALM048,Harlingen,Home and lifestyle,65.0,1.0,2022-08-11,15:02:00,Credit card,9.0,0.48,15,65.0,Thursday,8,2022,32
4534,WALM028,Odessa,Fashion accessories,63.0,3.0,2021-10-30,20:05:00,Credit card,5.0,0.48,20,189.0,Saturday,10,2021,43
4535,WALM081,Friendswood,Home and lifestyle,33.0,2.0,2023-01-12,18:11:00,Credit card,4.0,0.33,18,66.0,Thursday,1,2023,2
4536,WALM057,Euless,Fashion accessories,71.0,1.0,2023-12-18,16:49:00,Credit card,5.0,0.33,16,71.0,Monday,12,2023,51
4537,WALM033,Pearland,Home and lifestyle,31.0,2.0,2023-10-28,18:45:00,Credit card,6.0,0.48,18,62.0,Saturday,10,2023,43
4538,WALM057,Euless,Fashion accessories,16.0,1.0,2021-01-12,16:19:00,Credit card,8.0,0.33,16,16.0,Tuesday,1,2021,2
4539,WALM040,Edinburg,Home and lifestyle,42.0,3.0,2020-09-08,20:54:00,Credit card,4.0,0.48,20,126.0,Tuesday,9,2020,37
4540,WALM040,Edinburg,Fashion accessories,62.0,2.0,2021-10-17,15:32:00,Credit card,9.0,0.48,15,124.0,Sunday,10,2021,41
4541,WALM080,Nacogdoches,Home and lifestyle,51.0,2.0,2022-01-10,17:02:00,Credit card,9.0,0.33,17,102.0,Monday,1,2022,2
4542,WALM036,Allen,Fashion accessories,52.0,3.0,2021-08-29,18:29:00,Credit card,9.0,0.48,18,156.0,Sunday,8,2021,34
4543,WALM018,Frisco,Home and lifestyle,46.0,2.0,2023-12-24,16:01:00,Credit card,8.0,0.48,16,92.0,Sunday,12,2023,51
4544,WALM058,Port Arthur,Fashion accessories,49.0,1.0,2020-08-12,15:44:00,Credit card,6.0,0.33,15,49.0,Wednesday,8,2020,33
4545,WALM081,Friendswood,Home and lifestyle,26.0,3.0,2020-12-11,15:02:00,Credit card,7.0,0.33,15,78.0,Friday,12,2020,50
4546,WALM024,Carrollton,Fashion accessories,17.0,1.0,2021-05-12,17:36:00,Credit card,8.0,0.48,17,17.0,Wednesday,5,2021,19
4547,WALM094,Alamo,Home and lifestyle,33.0,3.0,2023-09-19,16:28:00,Credit card,7.0,0.33,16,99.0,Tuesday,9,2023,38
4548,WALM015,Grand Prairie,Fashion accessories,29.0,1.0,2023-06-12,17:40:00,Credit card,5.0,0.48,17,29.0,Monday,6,2023,24
4549,WALM028,Odessa,Home and lifestyle,80.0,2.0,2023-07-09,19:52:00,Credit card,8.0,0.48,19,160.0,Sunday,7,2023,27
4550,WALM072,Lancaster,Fashion accessories,34.0,2.0,2021-12-21,15:26:00,Credit card,9.0,0.33,15,68.0,Tuesday,12,2021,51
4551,WALM044,Pharr,Home and lifestyle,31.0,3.0,2020-10-19,16:24:00,Credit card,6.0,0.48,16,93.0,Monday,10,2020,43
4552,WALM085,Kerrville,Fashion accessories,52.0,2.0,2021-12-29,15:32:00,Credit card,4.0,0.33,15,104.0,Wednesday,12,2021,52
4553,WALM001,Houston,Home and lifestyle,44.0,2.0,2022-10-18,20:12:00,Credit card,7.0,0.36,20,88.0,Tuesday,10,2022,42
4554,WALM095,Big Spring,Fashion accessories,75.0,1.0,2022-12-12,17:11:00,Credit card,9.0,0.33,17,75.0,Monday,12,2022,50
4555,WALM010,Laredo,Home and lifestyle,72.0,3.0,2023-11-27,17:56:00,Credit card,5.0,0.48,17,216.0,Monday,11,2023,48
4556,WALM076,Huntsville,Fashion accessories,59.0,2.0,2020-12-29,18:44:00,Credit card,7.0,0.33,18,118.0,Tuesday,12,2020,53
4557,WALM070,Hurst,Home and lifestyle,33.0,1.0,2021-12-19,17:36:00,Credit card,7.0,0.33,17,33.0,Sunday,12,2021,50
4558,WALM001,Houston,Fashion accessories,68.0,1.0,2022-11-08,15:01:00,Credit card,7.0,0.36,15,68.0,Tuesday,11,2022,45
4559,WALM100,Canyon,Home and lifestyle,65.0,3.0,2020-12-10,18:04:00,Credit card,9.0,0.18,18,195.0,Thursday,12,2020,50
4560,WALM096,Eagle Pass,Fashion accessories,65.0,1.0,2021-08-17,15:35:00,Credit card,7.0,0.18,15,65.0,Tuesday,8,2021,33
4561,WALM040,Edinburg,Home and lifestyle,36.0,1.0,2021-10-22,15:36:00,Credit card,8.0,0.48,15,36.0,Friday,10,2021,42
4562,WALM093,Angleton,Fashion accessories,52.0,2.0,2023-09-19,19:42:00,Credit card,6.0,0.33,19,104.0,Tuesday,9,2023,38
4563,WALM008,Corpus Christi,Home and lifestyle,65.0,2.0,2023-08-25,15:15:00,Credit card,7.0,0.48,15,130.0,Friday,8,2023,34
4564,WALM018,Frisco,Fashion accessories,19.0,1.0,2023-08-29,18:24:00,Credit card,8.0,0.48,18,19.0,Tuesday,8,2023,35
4565,WALM034,College Station,Home and lifestyle,40.0,1.0,2023-10-15,19:05:00,Credit card,7.0,0.48,19,40.0,Sunday,10,2023,41
4566,WALM091,Little Elm,Fashion accessories,38.0,3.0,2022-03-11,15:04:00,Credit card,4.0,0.33,15,114.0,Friday,3,2022,10
4567,WALM100,Canyon,Home and lifestyle,56.0,1.0,2023-11-27,17:33:00,Credit card,6.0,0.18,17,56.0,Monday,11,2023,48
4568,WALM094,Alamo,Fashion accessories,69.0,2.0,2022-12-23,19:38:00,Credit card,9.0,0.33,19,138.0,Friday,12,2022,51
4569,WALM091,Little Elm,Home and lifestyle,80.0,1.0,2020-10-14,18:38:00,Credit card,7.0,0.33,18,80.0,Wednesday,10,2020,42
4570,WALM011,Lubbock,Fashion accessories,85.0,1.0,2021-04-11,16:34:00,Credit card,7.0,0.48,16,85.0,Sunday,4,2021,14
4571,WALM004,Austin,Home and lifestyle,80.0,2.0,2020-09-27,19:53:00,Credit card,7.0,0.48,19,160.0,Sunday,9,2020,39
4572,WALM047,Flower Mound,Fashion accessories,67.0,3.0,2020-10-21,20:31:00,Credit card,8.0,0.48,20,201.0,Wednesday,10,2020,43
4573,WALM069,Rockwall,Home and lifestyle,24.0,1.0,2020-01-08,18:05:00,Credit card,6.0,0.33,18,24.0,Wednesday,1,2020,2
4574,WALM036,Allen,Fashion accessories,52.0,3.0,2022-08-20,19:57:00,Credit card,8.0,0.48,19,156.0,Saturday,8,2022,33
4575,WALM026,Denton,Home and lifestyle,62.0,2.0,2022-11-17,19:19:00,Credit card,5.0,0.48,19,124.0,Thursday,11,2022,46
4576,WALM069,Rockwall,Fashion accessories,81.0,1.0,2020-01-10,19:05:00,Credit card,7.0,0.33,19,81.0,Friday,1,2020,2
4577,WALM017,McKinney,Home and lifestyle,58.0,2.0,2023-08-21,16:24:00,Credit card,6.0,0.48,16,116.0,Monday,8,2023,34
4578,WALM093,Angleton,Fashion accessories,57.0,1.0,2022-08-11,17:26:00,Credit card,5.0,0.33,17,57.0,Thursday,8,2022,32
4579,WALM067,Haltom City,Home and lifestyle,74.0,1.0,2023-08-23,17:09:00,Credit card,9.0,0.33,17,74.0,Wednesday,8,2023,34
